airline,flight,source_city,destination_city,one_way,stops,class,class_code,capacity,duration,departure_time,arrival_time,days_left,season_label,weekday,hour,departure_period,season_base_mult,event_mult,weekday_mult,period_mult,stop_mult,demand_index,base_price,price,seat_sold,residual_capacity,optimal_price,optimal_revenue,expected_units,kept_current_price,current_expected_revenue,pct_change_vs_current_price
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2024-06-19 21:24:00,2024-06-20 05:18:00,57,Summer,2,21,Evening,1.12,1.0,0.96,1.05,1.12,1.184,250.0,314.89,120,120,225.0,4191.107967122011,18.627146520542272,False,3663.8552592733918,-28.546476547365742
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2024-06-19 22:01:00,2024-06-20 08:01:00,158,Summer,2,22,Evening,1.12,1.0,0.96,1.05,0.97,0.931,1900.0,1489.5,0,8,2090.0,1485.5104973849225,0.7107705729114462,False,1254.0730524542041,40.31554212823095
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2024-06-19 22:01:00,2024-06-20 08:01:00,154,Summer,2,22,Evening,1.12,1.0,0.96,1.05,0.97,1.023,850.0,692.76,2,28,935.0000000000001,2484.29201207964,2.6569968043632506,False,2339.6822563717465,34.967376869334274
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2024-06-19 22:01:00,2024-06-20 08:01:00,36,Summer,2,22,Evening,1.12,1.0,0.96,1.05,0.97,1.044,250.0,221.24,160,80,221.24,2939.065365875289,13.284511688100203,True,2939.065365875289,0.0
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2024-06-20 05:11:00,2024-06-20 15:23:00,137,Summer,3,5,Dawn,1.12,1.0,1.07,0.97,0.97,0.942,850.0,695.5,5,25,935.0000000000001,2045.455731424694,2.187653188689512,False,1927.9119241198525,34.435657800143794
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2024-06-20 05:11:00,2024-06-20 15:23:00,108,Summer,3,5,Dawn,1.12,1.0,1.07,0.97,0.97,1.018,1900.0,2248.29,1,7,2248.29,1488.7102313587854,0.6621522274078457,True,1488.7102313587854,0.0
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2024-06-20 05:11:00,2024-06-20 15:23:00,66,Summer,3,5,Dawn,1.12,1.0,1.07,0.97,0.97,1.115,250.0,320.34,87,153,225.0,4828.224531197696,21.458775694211983,False,4191.949064862013,-29.762127739277016
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2024-06-20 08:21:00,2024-06-20 18:21:00,55,Summer,3,8,Morning,1.12,1.0,1.07,1.03,0.97,1.229,250.0,170.23,113,127,170.23,5206.695036924243,30.586236485485777,True,5206.695036924243,0.0
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2024-06-20 08:21:00,2024-06-20 18:21:00,110,Summer,3,8,Morning,1.12,1.0,1.07,1.03,0.97,1.144,850.0,925.07,3,27,935.0000000000001,2702.147159550102,2.8899969620856703,False,2696.3830867734746,1.0734322808003787
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2024-06-20 08:21:00,2024-06-20 18:21:00,103,Summer,3,8,Morning,1.12,1.0,1.07,1.03,0.97,1.034,1900.0,1462.51,2,6,2090.0,1253.402145431787,0.5997139451826732,False,1048.49584270792,42.905005777738275
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2024-06-20 09:05:00,2024-06-20 19:17:00,22,Summer,3,9,Morning,1.12,1.0,1.07,1.03,0.97,1.079,250.0,227.4,155,85,225.0,3825.0215055816393,17.000095580362842,False,3808.8222400061595,-1.0554089709762557
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2024-06-20 09:05:00,2024-06-20 19:17:00,21,Summer,3,9,Morning,1.12,1.0,1.07,1.03,0.97,1.08,1900.0,1501.79,3,5,2280.0,1823.1667096217775,0.7996345217639375,False,1479.665550696512,51.81882953009409
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2024-06-20 09:05:00,2024-06-20 19:17:00,78,Summer,3,9,Morning,1.12,1.0,1.07,1.03,0.97,1.103,850.0,931.28,8,22,935.0000000000001,2202.4095566813935,2.3555182424399925,False,2200.6542554183648,0.3994502190533611
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2024-06-20 12:06:00,2024-06-20 22:24:00,164,Summer,3,12,Morning,1.12,1.0,1.07,1.03,0.97,1.336,250.0,296.17,14,226,220.0,7949.648703209962,36.134766832772556,False,7058.3076450732015,-25.718337441334373
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2024-06-20 12:06:00,2024-06-20 22:24:00,158,Summer,3,12,Morning,1.12,1.0,1.07,1.03,0.97,0.985,1900.0,1920.43,1,7,2090.0,1375.2141352670565,0.6579971939076825,False,1318.2458883386084,8.829793327536017
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2024-06-20 12:06:00,2024-06-20 22:24:00,89,Summer,3,12,Morning,1.12,1.0,1.07,1.03,0.97,1.078,850.0,612.31,9,21,1062.5,2067.794881129386,1.946159888121775,False,1851.9784915731552,73.52321536476623
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2024-06-20 18:03:00,2024-06-21 01:57:00,82,Summer,3,18,Afternoon,1.12,1.0,1.07,1.06,1.12,1.206,1900.0,1983.63,2,6,2090.0,1498.3618695478888,0.7169195548076023,False,1459.734604063546,5.362391171740692
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2024-06-20 18:03:00,2024-06-21 01:57:00,175,Summer,3,18,Afternoon,1.12,1.0,1.07,1.06,1.12,1.292,850.0,719.47,2,28,935.0000000000001,3135.328971461314,3.353293017605683,False,2975.2490916088555,29.956773736222505
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2024-06-20 18:03:00,2024-06-21 01:57:00,109,Summer,3,18,Afternoon,1.12,1.0,1.07,1.06,1.12,1.468,250.0,167.09,45,195,167.09,8494.399289222189,50.837269071890525,True,8494.399289222189,0.0
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2024-06-20 19:11:00,2024-06-21 05:17:00,100,Summer,3,19,Evening,1.12,1.0,1.07,1.05,0.97,1.176,850.0,937.62,7,23,937.62,2382.2988450158714,2.540793546442985,True,2382.2988450158714,0.0
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2024-06-20 19:11:00,2024-06-21 05:17:00,75,Summer,3,19,Evening,1.12,1.0,1.07,1.05,0.97,1.368,250.0,248.03,123,117,225.0,4403.798025597172,19.572435669320768,False,4235.441760512049,-9.285167116881022
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2024-06-20 19:11:00,2024-06-21 05:17:00,165,Summer,3,19,Evening,1.12,1.0,1.07,1.05,0.97,1.092,1900.0,1300.0,0,8,2090.0,1741.946145205689,0.8334670551223392,False,1373.8308269121733,60.76923076923077
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2024-06-21 09:03:00,2024-06-21 19:15:00,40,Summer,4,9,Morning,1.12,1.0,1.07,1.03,0.97,1.063,850.0,913.36,16,14,1062.5,1701.1107191186652,1.6010453826999202,False,1650.4227103850412,16.328720329333446
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2024-06-21 09:03:00,2024-06-21 19:15:00,89,Summer,4,9,Morning,1.12,1.0,1.07,1.03,0.97,0.991,1900.0,1917.83,1,7,2090.0,1420.6598604766216,0.6797415600366611,False,1360.886860372009,8.977333757423759
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2024-06-21 09:03:00,2024-06-21 19:15:00,29,Summer,4,9,Morning,1.12,1.0,1.07,1.03,0.97,1.189,250.0,221.39,130,110,221.39,4997.926301934073,22.575212529626786,True,4997.926301934073,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2024-06-21 13:48:00,2024-06-21 21:42:00,179,Summer,4,13,Afternoon,1.12,1.0,1.07,1.06,1.12,1.323,850.0,922.48,1,29,935.0000000000001,3324.9911382915125,3.5561402548572323,False,3316.0384820404092,1.3572109964443777
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2024-06-21 13:48:00,2024-06-21 21:42:00,75,Summer,4,13,Afternoon,1.12,1.0,1.07,1.06,1.12,1.499,250.0,270.47,97,143,225.0,5897.841589024675,26.21262928455411,False,5479.21661859131,-16.811476319000267
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2024-06-21 13:48:00,2024-06-21 21:42:00,13,Summer,4,13,Afternoon,1.12,1.0,1.07,1.06,1.12,1.219,1900.0,1814.17,4,4,2280.0,1850.2748753668798,0.8115240681433683,False,1650.4706988709956,25.677306977846612
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2024-06-21 14:12:00,2024-06-22 00:30:00,165,Summer,4,14,Afternoon,1.12,1.0,1.07,1.06,0.97,1.205,850.0,675.75,4,26,935.0000000000001,2716.0015457029053,2.904814487382786,False,2545.2175049364077,38.36477987421385
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2024-06-21 14:12:00,2024-06-22 00:30:00,49,Summer,4,14,Afternoon,1.12,1.0,1.07,1.06,0.97,1.151,1900.0,1795.57,3,5,2280.0,1426.1808041458119,0.6255178965551806,False,1265.6345838858629,26.97917652890169
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2024-06-21 14:12:00,2024-06-22 00:30:00,147,Summer,4,14,Afternoon,1.12,1.0,1.07,1.06,0.97,1.315,250.0,284.21,41,199,220.0,6895.957908918476,31.34526322235671,False,6224.549607819074,-22.592449245276374
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2024-06-21 17:48:00,2024-06-22 03:54:00,133,Summer,4,17,Afternoon,1.12,1.0,1.07,1.06,0.97,1.06,850.0,628.87,5,25,935.0000000000001,2302.96998041816,2.463069497773433,False,2127.345995967036,48.67937729578452
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2024-06-21 17:48:00,2024-06-22 03:54:00,91,Summer,4,17,Afternoon,1.12,1.0,1.07,1.06,0.97,0.978,1900.0,1912.08,2,6,2090.0,1198.6837775075292,0.5735329078983393,False,1146.5276009545742,9.305049997908041
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2024-06-21 17:48:00,2024-06-22 03:54:00,166,Summer,4,17,Afternoon,1.12,1.0,1.07,1.06,0.97,1.311,250.0,243.52,24,216,220.0,7455.251038110844,33.887504718685655,False,7158.425181853452,-9.65834428383706
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2024-06-21 19:33:00,2024-06-22 05:45:00,110,Summer,4,19,Evening,1.12,1.0,1.07,1.05,0.97,1.304,250.0,198.57,66,174,198.57,6280.5711980554,31.629003364331975,True,6280.5711980554,0.0
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2024-06-21 19:33:00,2024-06-22 05:45:00,147,Summer,4,19,Evening,1.12,1.0,1.07,1.05,0.97,1.01,1900.0,2159.31,0,8,2159.31,1639.1341261297187,0.7591008822863409,True,1639.1341261297187,0.0
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2024-06-21 19:33:00,2024-06-22 05:45:00,67,Summer,4,19,Evening,1.12,1.0,1.07,1.05,0.97,1.044,850.0,1022.23,12,18,1062.5,1806.0907636615,1.6998501305049412,False,1792.1877659679299,3.939426547841482
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2024-06-21 21:06:00,2024-06-22 07:06:00,7,Summer,4,21,Evening,1.12,1.0,1.07,1.05,0.97,1.028,1900.0,2500.0,4,4,2500.0,1785.3153092373375,0.714126123694935,True,1785.3153092373375,0.0
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2024-06-21 21:06:00,2024-06-22 07:06:00,180,Summer,4,21,Evening,1.12,1.0,1.07,1.05,0.97,1.205,850.0,747.24,1,29,935.0000000000001,3028.385119359096,3.2389145661594605,False,2895.6149065220975,25.127134521706562
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2024-06-21 21:06:00,2024-06-22 07:06:00,108,Summer,4,21,Evening,1.12,1.0,1.07,1.05,0.97,1.308,250.0,161.2,73,167,161.2,6578.935105040386,40.81225251265748,True,6578.935105040386,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2024-06-24 09:17:00,2024-06-24 17:11:00,105,Summer,0,9,Morning,1.12,1.1,1.0,1.03,1.12,1.311,250.0,268.72,75,165,225.0,5711.324182795285,25.38366303464571,False,5319.732847517808,-16.269723131884497
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2024-06-24 09:17:00,2024-06-24 17:11:00,45,Summer,0,9,Morning,1.12,1.1,1.0,1.03,1.12,1.355,850.0,1015.0,12,18,1062.5,2663.836800900003,2.5071405184941202,False,2639.5812522720153,4.679802955665025
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2024-06-24 09:17:00,2024-06-24 17:11:00,5,Summer,0,9,Morning,1.12,1.1,1.0,1.03,1.12,1.246,1900.0,2500.0,4,4,2500.0,2227.630466873569,0.8910521867494275,True,2227.630466873569,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2024-06-24 11:49:00,2024-06-24 22:07:00,60,Summer,0,11,Morning,1.12,1.1,1.0,1.03,0.97,1.272,250.0,162.58,122,118,162.58,4964.48396284304,30.535637611286997,True,4964.48396284304,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2024-06-24 11:49:00,2024-06-24 22:07:00,142,Summer,0,11,Morning,1.12,1.1,1.0,1.03,0.97,1.142,850.0,618.26,4,26,935.0000000000001,2577.4803857478287,2.7566635141688005,False,2372.833563529124,51.230873742438476
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2024-06-24 11:49:00,2024-06-24 22:07:00,177,Summer,0,11,Morning,1.12,1.1,1.0,1.03,0.97,1.116,1900.0,1300.0,0,8,2090.0,1779.7275599399945,0.851544287052629,False,1403.6281156453529,60.76923076923077
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2024-06-24 12:52:00,2024-06-24 23:04:00,131,Summer,0,12,Morning,1.12,1.1,1.0,1.03,0.97,1.075,850.0,790.07,5,25,935.0000000000001,2336.3176026021124,2.4987354038525265,False,2258.9294801465553,18.343944207475296
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2024-06-24 12:52:00,2024-06-24 23:04:00,41,Summer,0,12,Morning,1.12,1.1,1.0,1.03,0.97,1.017,1900.0,1537.43,3,5,2280.0,1348.0658221070848,0.5912569395206513,False,1106.984016306247,48.29943477101396
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2024-06-24 12:52:00,2024-06-24 23:04:00,97,Summer,0,12,Morning,1.12,1.1,1.0,1.03,0.97,1.143,250.0,182.7,115,125,182.7,4124.758128634232,22.576672844193936,True,4124.758128634232,0.0
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2024-06-24 14:21:00,2024-06-25 00:27:00,120,Summer,0,14,Afternoon,1.12,1.1,1.0,1.06,0.97,1.317,250.0,247.55,49,191,225.0,6598.29551220937,29.325757832041642,False,6350.9632106099925,-9.109270854372857
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2024-06-24 14:21:00,2024-06-25 00:27:00,6,Summer,0,14,Afternoon,1.12,1.1,1.0,1.06,0.97,1.223,850.0,982.01,13,17,1105.0,3764.6265995166887,3.406901900015103,False,3676.82223160329,12.524312379711
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2024-06-24 14:21:00,2024-06-25 00:27:00,44,Summer,0,14,Afternoon,1.12,1.1,1.0,1.06,0.97,1.013,1900.0,2325.2,3,5,2325.2,1319.4663240729742,0.5674635833790531,True,1319.4663240729742,0.0
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2024-06-24 15:00:00,2024-06-25 01:00:00,167,Summer,0,15,Afternoon,1.12,1.1,1.0,1.06,0.97,1.15,1900.0,1430.53,1,7,2090.0,1605.0630370959109,0.7679727450219669,False,1327.9063125137236,46.099697314981164
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2024-06-24 15:00:00,2024-06-25 01:00:00,115,Summer,0,15,Afternoon,1.12,1.1,1.0,1.06,0.97,1.219,250.0,291.36,46,194,220.0,6269.699954548193,28.49863615703724,False,5603.299784918571,-24.49203734211972
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2024-06-24 15:00:00,2024-06-25 01:00:00,81,Summer,0,15,Afternoon,1.12,1.1,1.0,1.06,0.97,1.18,850.0,612.06,9,21,1062.5,2292.945377124476,2.1580662372936246,False,2053.4622381775116,73.5940920824756
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2024-06-24 20:26:00,2024-06-25 06:38:00,23,Summer,0,20,Evening,1.12,1.1,1.0,1.05,0.97,0.994,1900.0,1663.22,3,5,2280.0,1631.47403548649,0.7155587874940745,False,1393.4378154022727,37.08348865453758
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2024-06-24 20:26:00,2024-06-25 06:38:00,122,Summer,0,20,Evening,1.12,1.1,1.0,1.05,0.97,1.261,850.0,716.48,5,25,935.0000000000001,2745.862848738732,2.9367517098809963,False,2603.498509412236,30.499106744082194
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2024-06-24 20:26:00,2024-06-25 06:38:00,116,Summer,0,20,Evening,1.12,1.1,1.0,1.05,0.97,1.258,250.0,153.22,56,184,153.22,7089.6217978943005,46.27086410321303,True,7089.6217978943005,0.0
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2024-06-26 06:50:00,2024-06-26 16:50:00,10,Summer,2,6,Dawn,1.12,1.1,0.96,0.97,0.97,0.965,1900.0,1719.19,4,4,2394.0,1569.1747597840786,0.6554614702523303,False,1329.7536130475921,39.25162431144899
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2024-06-26 06:50:00,2024-06-26 16:50:00,38,Summer,2,6,Dawn,1.12,1.1,0.96,0.97,0.97,0.984,850.0,868.18,14,16,1062.5,1836.2677733798366,1.728252022004552,False,1763.5678785345947,22.38245525121519
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2024-06-26 06:50:00,2024-06-26 16:50:00,5,Summer,2,6,Dawn,1.12,1.1,0.96,0.97,0.97,1.142,250.0,350.0,140,100,225.0,6106.99296016195,27.14219093405311,False,5117.6809683699175,-35.714285714285715
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2024-06-26 10:47:00,2024-06-26 21:05:00,97,Summer,2,10,Morning,1.12,1.1,0.96,1.03,0.97,0.961,1900.0,1878.85,1,7,2090.0,1365.5041415471774,0.653351263898171,False,1294.690416173789,11.238257444713526
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2024-06-26 10:47:00,2024-06-26 21:05:00,136,Summer,2,10,Morning,1.12,1.1,0.96,1.03,0.97,1.123,850.0,879.95,6,24,935.0000000000001,2341.2431470021356,2.504003365777685,False,2313.0008699937584,6.25603727484517
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2024-06-26 10:47:00,2024-06-26 21:05:00,149,Summer,2,10,Morning,1.12,1.1,0.96,1.03,0.97,1.151,250.0,313.34,34,206,220.0,6247.334359948683,28.396974363403107,False,5423.223301275013,-29.788727899406393
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2024-06-26 14:21:00,2024-06-26 22:15:00,5,Summer,2,14,Afternoon,1.12,1.1,0.96,1.06,1.12,1.262,850.0,1100.0,12,18,1105.0,4173.09014999101,3.7765521719375656,False,4169.306743813927,0.45454545454545453
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2024-06-26 14:21:00,2024-06-26 22:15:00,138,Summer,2,14,Afternoon,1.12,1.1,0.96,1.06,1.12,1.132,1900.0,2216.96,0,8,2216.96,1863.1174835515578,0.8403929180280916,True,1863.1174835515578,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2024-06-26 14:21:00,2024-06-26 22:15:00,17,Summer,2,14,Afternoon,1.12,1.1,0.96,1.06,1.12,1.336,250.0,350.0,117,123,225.0,7364.431065881416,32.730804737250736,False,6171.4183976616305,-35.714285714285715
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2024-06-26 17:42:00,2024-06-27 03:48:00,132,Summer,2,17,Afternoon,1.12,1.1,0.96,1.06,0.97,1.154,850.0,716.35,9,21,1062.5,2160.9251446923263,2.0338119008868953,False,1997.0962137854997,48.321351294758145
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2024-06-26 17:42:00,2024-06-27 03:48:00,156,Summer,2,17,Afternoon,1.12,1.1,0.96,1.06,0.97,1.238,250.0,252.38,19,221,220.0,7205.871996276694,32.75396361943952,False,6820.773705173455,-12.829859735319754
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2024-06-26 17:42:00,2024-06-27 03:48:00,174,Summer,2,17,Afternoon,1.12,1.1,0.96,1.06,0.97,1.044,1900.0,1966.33,0,8,2090.0,1664.9990846987391,0.7966502797601622,False,1614.9871036518045,6.289381741620179
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2024-06-26 18:41:00,2024-06-27 04:53:00,38,Summer,2,18,Afternoon,1.12,1.1,0.96,1.06,0.97,1.073,850.0,1098.29,13,17,1098.29,2141.643565720291,1.9499800286994247,True,2141.643565720291,0.0
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2024-06-26 18:41:00,2024-06-27 04:53:00,67,Summer,2,18,Afternoon,1.12,1.1,0.96,1.06,0.97,1.255,250.0,187.42,136,104,187.42,3959.4270284643644,21.125957893844653,True,3959.4270284643644,0.0
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2024-06-26 18:41:00,2024-06-27 04:53:00,4,Summer,2,18,Afternoon,1.12,1.1,0.96,1.06,0.97,1.088,1900.0,2500.0,3,5,2500.0,2466.563025157124,0.9866252100628494,True,2466.563025157124,0.0
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2024-06-26 22:54:00,2024-06-27 09:06:00,77,Summer,2,22,Evening,1.12,1.1,0.96,1.05,0.97,1.156,850.0,945.73,10,20,1062.5,2157.650241567301,2.0307296391221654,False,2107.9907054308046,12.347075803876368
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2024-06-26 22:54:00,2024-06-27 09:06:00,165,Summer,2,22,Evening,1.12,1.1,0.96,1.05,0.97,1.037,1900.0,1300.0,0,8,2090.0,1654.21076243434,0.7914884030786316,False,1304.6360508314317,60.76923076923077
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2024-06-26 22:54:00,2024-06-27 09:06:00,177,Summer,2,22,Evening,1.12,1.1,0.96,1.05,0.97,1.255,250.0,216.05,10,230,216.05,7652.710181906078,35.42101449620957,True,7652.710181906078,0.0
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2024-07-01 05:05:00,2024-07-01 15:05:00,104,Summer,0,5,Dawn,1.18,1.1,1.0,0.97,0.97,1.243,250.0,258.77,67,173,225.0,5681.216279639197,25.249850131729765,False,5372.157784717175,-13.050199018433352
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2024-07-01 05:05:00,2024-07-01 15:05:00,35,Summer,0,5,Dawn,1.18,1.1,1.0,0.97,0.97,1.078,1900.0,2143.92,3,5,2280.0,1520.4518852015144,0.6668648619304888,False,1474.3803895109108,6.347251763125486
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2024-07-01 05:05:00,2024-07-01 15:05:00,55,Summer,0,5,Dawn,1.18,1.1,1.0,0.97,0.97,1.125,850.0,707.35,14,16,1062.5,1830.536522697751,1.7228579037155303,False,1687.4832944110294,50.208524775570794
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2024-07-01 07:15:00,2024-07-01 17:21:00,155,Summer,0,7,Morning,1.18,1.1,1.0,1.03,0.97,1.212,250.0,267.86,47,193,220.0,6161.059592435066,28.004816329250303,False,5694.575247262125,-17.867542746210713
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2024-07-01 07:15:00,2024-07-01 17:21:00,167,Summer,0,7,Morning,1.18,1.1,1.0,1.03,0.97,1.196,850.0,807.1,0,30,935.0000000000001,3110.256216139662,3.3264772365130066,False,3020.0860272241284,15.846859125263299
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2024-07-01 07:15:00,2024-07-01 17:21:00,101,Summer,0,7,Morning,1.18,1.1,1.0,1.03,0.97,1.109,1900.0,1343.22,1,7,2090.0,1570.6060240348684,0.7514861359018509,False,1259.121647488654,55.59625377823439
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2024-07-01 08:22:00,2024-07-01 18:34:00,46,Summer,0,8,Morning,1.18,1.1,1.0,1.03,0.97,1.314,850.0,1065.13,11,19,1065.13,2705.5757482049503,2.5401366483010994,True,2705.5757482049503,0.0
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2024-07-01 08:22:00,2024-07-01 18:34:00,151,Summer,0,8,Morning,1.18,1.1,1.0,1.03,0.97,1.2,1900.0,1987.39,0,8,2090.0,1915.4415802412964,0.9164792249958356,False,1867.8298768666625,5.163053049476947
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2024-07-01 08:22:00,2024-07-01 18:34:00,119,Summer,0,8,Morning,1.18,1.1,1.0,1.03,0.97,1.365,250.0,279.1,58,182,225.0,6518.4997917794935,28.971110185686637,False,5980.214045253047,-19.383733428878543
